#instance_name: normalized-10arraycomm_teq_tvars_less
#number_of_variables: 620
#number_of_Constraints: 341
#iteration elapsed_time averaged_inner_iteration_speed averaged_move_evaluation_speed local_objective local_violation global_objective global_violation primal_intensity dual_intensity performance update_status distance_from_current_solution distance_from_global_solution employing_local_solution_flag employing_global_solution_flag employing_previous_solution_flag is_enabled_penalty_coefficient_relaxing is_enabled_penalty_coefficient_tightening penalty_coefficient_reset_flag penalty_coefficient_relaxing_rate penalty_coefficient_tightening_rate is_enabled_forcibly_initial_modification number_of_initial_modification initial_tabu_tenure number_of_threads_move_update; averaged_number_of_threads_move_update; number_of_threads_move_evaluation averaged_number_of_threads_move_evaluation 
295 15.0016 40217.1 3.06487e+07 0 3 0 1 0.00202926 0.00418579 0.0015 1 102 267 1 0 0 0 1 0 0.784562 1 1 27 38 1 1.13514 1 1.27027
296 15.0457 40232.4 3.06596e+07 0 1 0 1 0.00202927 0.00418761 0.002 1 150 293 1 0 0 0 1 0 0.784562 1 1 17 38 1 1.13468 1 1.26936
297 15.0893 40249 3.06715e+07 0 1 0 1 0.0020293 0.00418779 0.002 1 64 309 1 0 0 0 1 0 0.784562 1 1 16 38 1 1.13423 1 1.26846
298 15.1366 40255.6 3.06764e+07 0 2 0 1 0.00202935 0.00419026 0.0025 1 149 334 1 0 0 0 1 0 0.784562 1 1 10 39 1 1.13378 1 1.26756
299 15.1834 40263.2 3.06816e+07 0 3 0 1 0.00202946 0.00418812 0.001 1 164 344 1 0 0 0 1 0 0.784562 1 1 13 40 1 1.13333 1 1.26667
300 15.2308 40269.5 3.06865e+07 0 3 0 1 0.00202981 0.00419108 0.0005 1 146 352 1 0 0 0 1 0 0.784562 1 1 22 41 1 1.13289 1 1.26578
301 15.276 40281.5 3.0695e+07 0 4 0 1 0.00202996 0.00419202 0.0005 1 115 367 1 0 0 0 1 0 0.784562 1 1 16 42 1 1.13245 1 1.2649
302 15.3206 40294.9 3.07056e+07 0 3 0 1 0.00203018 0.00419099 0.001 1 170 319 1 0 0 0 1 0 0.784562 1 1 13 43 1 1.13201 1 1.26403
303 15.3648 40309.4 3.07161e+07 0 4 0 1 0.00202975 0.00419101 0.001 1 155 300 1 0 0 0 1 0 0.784562 1 1 23 43 1 1.13158 1 1.26316
304 15.4094 40322.8 3.07257e+07 0 4 0 1 0.00203058 0.00419416 0 0 0 300 0 1 0 1 0 0 0.706106 1 1 19 42 1 1.13115 1 1.2623
305 15.4543 40335.3 3.07353e+07 0 1 0 1 0.00203046 0.00419076 0.0005 1 226 226 1 0 0 0 1 0 0.706106 1 1 22 43 1 1.13072 1 1.26144
306 15.5016 40341.2 3.07399e+07 0 2 0 1 0.00202994 0.00418912 0.002 1 78 246 1 0 0 0 1 0 0.706106 1 1 13 42 1 1.13029 1 1.26059
307 15.5494 40346 3.0743e+07 0 3 0 1 0.00202967 0.00418416 0.0025 1 166 254 1 0 0 0 1 0 0.706106 1 1 17 41 1 1.12987 1 1.25974
308 15.597 40351.3 3.07467e+07 0 4 0 1 0.0020296 0.00418625 0.002 1 136 268 1 0 0 0 1 0 0.706106 1 1 20 41 1 1.12945 1 1.2589
309 15.6449 40355.7 3.07499e+07 0 2 0 1 0.00202958 0.0041868 0.004 1 179 253 1 0 0 0 1 0 0.706106 1 1 26 42 1 1.12903 1 1.25806
310 15.6902 40366.8 3.0758e+07 0 3 0 1 0.0020298 0.00418614 0.002 1 162 271 1 0 0 0 1 0 0.706106 1 1 22 42 1 1.12862 1 1.25723
311 15.7344 40380.7 3.07685e+07 0 5 0 1 0.00203044 0.004183 0.0005 1 99 290 1 0 0 0 1 0 0.706106 1 1 30 43 1 1.12821 1 1.25641
312 15.7784 40395.2 3.07782e+07 0 4 0 1 0.0020299 0.00418015 0.0015 1 139 289 1 0 0 0 1 0 0.706106 1 1 17 42 1 1.1278 1 1.25559
313 15.824 40405.4 3.07855e+07 0 3 0 1 0.00203035 0.00417958 0.002 1 157 274 1 0 0 0 1 0 0.706106 1 1 13 41 1 1.12739 1 1.25478
314 15.8697 40415.2 3.07928e+07 0 4 0 1 0.00203103 0.00418059 0.001 1 50 276 1 0 0 0 1 0 0.706106 1 1 21 42 1 1.12698 1 1.25397
315 15.9163 40422.7 3.07979e+07 0 3 0 1 0.00203136 0.00417788 0.002 1 232 316 1 0 0 0 1 0 0.706106 1 1 14 43 1 1.12658 1 1.25316
316 15.9609 40435.1 3.0807e+07 0 3 0 1 0.00203181 0.00417546 0.002 1 150 326 1 0 0 0 1 0 0.706106 1 1 22 43 1 1.12618 1 1.25237
317 16.0063 40445.7 3.08151e+07 0 4 0 1 0.00203111 0.00416967 0.0015 1 121 327 1 0 0 0 1 0 0.706106 1 1 28 42 1 1.12579 1 1.25157
318 16.0527 40453.3 3.08199e+07 0 3 0 1 0.00203126 0.00416671 0.0015 1 156 329 1 0 0 0 1 0 0.706106 1 1 30 42 1 1.12539 1 1.25078
319 16.0996 40460 3.08241e+07 0 2 0 1 0.00203137 0.00416486 0.002 1 134 329 1 0 0 0 1 0 0.706106 1 1 17 43 1 1.125 1 1.25
320 16.1475 40463.9 3.08272e+07 0 4 0 1 0.00203189 0.00416139 0.0015 1 153 338 1 0 0 0 1 0 0.706106 1 1 11 43 1 1.12461 1 1.24922
321 16.1955 40467.5 3.08301e+07 0 3 0 1 0.00203286 0.00416045 0.0025 1 119 359 1 0 0 0 1 0 0.706106 1 1 16 44 1 1.12422 1 1.24845
322 16.2426 40473.2 3.0834e+07 0 5 0 1 0.00203298 0.00415864 0.001 1 162 349 1 0 0 0 1 0 0.706106 1 1 21 44 1 1.12384 1 1.24768
323 16.2864 40487.6 3.08441e+07 0 6 0 1 0.00203302 0.00415443 0.0005 1 157 350 1 0 0 0 1 0 0.706106 1 1 21 45 1 1.12346 1 1.24691
324 16.3321 40496.8 3.085e+07 0 5 0 1 0.00203328 0.00415123 0.0015 1 136 328 1 0 0 0 1 0 0.706106 1 1 18 46 1 1.12308 1 1.24615
325 16.3753 40512.4 3.08607e+07 0 4 0 1 0.00203349 0.00415001 0.0015 1 136 316 1 0 0 0 1 0 0.706106 1 1 32 46 1 1.1227 1 1.2454
326 16.4204 40523.1 3.08682e+07 0 5 0 1 0.00203379 0.00414803 0.001 1 168 322 1 1 0 0 1 1 0.706106 1 1 21 47 1 1.12232 1 1.24465
327 16.4679 40527.9 3.08715e+07 0 1 0 1 0.0020319 0.00414581 0 0 0 0 0 1 0 1 0 0 0.731495 1 1 15 46 1 1.12195 1 1.2439
328 16.5158 40531.4 3.08742e+07 0 1 0 1 0.00203094 0.00414331 0.0005 1 154 154 1 0 0 0 1 0 0.731495 1 1 17 45 1 1.12158 1 1.24316
329 16.5638 40534.9 3.08767e+07 0 1 0 1 0.00202845 0.00414353 0.0005 1 120 194 1 0 0 0 1 0 0.731495 1 1 18 44 1 1.12121 1 1.24242
330 16.611 40540.1 3.08806e+07 0 1 0 1 0.00202708 0.00414418 0.0005 1 88 228 1 0 0 0 1 0 0.731495 1 1 16 43 1 1.12085 1 1.24169
331 16.6552 40552.7 3.08906e+07 0 1 0 1 0.00202602 0.00414395 0 0 0 228 0 1 0 1 0 0 0.754346 1 1 25 42 1 1.12048 1 1.24096
332 16.6986 40567.4 3.0901e+07 0 1 0 1 0.0020254 0.00414455 0.0005 1 172 172 1 0 0 0 1 0 0.754346 1 1 13 42 1 1.12012 1 1.24024
333 16.7427 40580.3 3.09105e+07 0 1 0 1 0.00202407 0.00414433 0.0005 1 103 195 1 0 0 0 1 0 0.754346 1 1 13 41 1 1.11976 1 1.23952
334 16.7873 40591.7 3.09189e+07 0 1 0 1 0.00202298 0.00414419 0.0005 1 54 189 1 0 0 0 1 0 0.754346 1 1 17 40 1 1.1194 1 1.23881
335 16.8323 40602.2 3.09272e+07 0 1 0 1 0.00202163 0.00414388 0.0005 1 135 196 1 0 0 0 1 0 0.754346 1 1 15 39 1 1.11905 1 1.2381
336 16.8769 40613.7 3.09357e+07 0 1 0 1 0.00202116 0.00414439 0.0005 1 128 198 1 0 0 0 1 0 0.754346 1 1 17 39 1 1.11869 1 1.23739
337 16.922 40623.7 3.09436e+07 0 1 0 1 0.00202151 0.00414438 0.0005 1 144 218 1 0 0 0 1 0 0.754346 1 1 17 40 1 1.11834 1 1.23669
338 16.9666 40635.1 3.09519e+07 0 1 0 1 0.00202149 0.00414473 0 0 0 218 0 1 0 1 0 0 0.774911 1 1 11 39 1 1.11799 1 1.23599
339 17.0116 40645.3 3.09597e+07 0 1 0 1 0.00202043 0.0041446 0.0005 1 172 172 1 0 0 0 1 0 0.774911 1 1 25 38 1 1.11765 1 1.23529
340 17.0563 40656.1 3.09678e+07 0 1 0 1 0.00201952 0.00414464 0.001 1 220 224 1 0 0 0 1 0 0.774911 1 1 19 37 1 1.1173 1 1.2346
341 17.1011 40666.9 3.09758e+07 0 1 0 1 0.00201896 0.0041434 0.001 1 35 227 1 0 0 0 1 0 0.774911 1 1 9 36 1 1.11696 1 1.23392
342 17.1471 40674.5 3.09813e+07 0 1 0 1 0.00201747 0.00414173 0.001 1 178 253 1 0 0 0 1 0 0.774911 1 1 19 35 1 1.11662 1 1.23324
343 17.1939 40680.2 3.09852e+07 0 2 0 1 0.00201662 0.00414143 0.0005 1 102 279 1 0 0 0 1 0 0.774911 1 1 11 34 1 1.11628 1 1.23256
344 17.2414 40684.2 3.09882e+07 0 1 0 1 0.00201575 0.0041419 0.001 1 93 256 1 0 0 0 1 0 0.774911 1 1 16 33 1 1.11594 1 1.23188
345 17.289 40688 3.09914e+07 0 1 0 1 0.0020156 0.0041416 0.0005 1 165 259 1 0 0 0 1 0 0.774911 1 1 11 34 1 1.11561 1 1.23121
346 17.3363 40692.4 3.09951e+07 0 1 0 1 0.00201549 0.00414129 0.001 1 148 253 1 0 0 0 1 0 0.774911 1 1 22 33 1 1.11527 1 1.23055
347 17.3802 40704.8 3.10047e+07 0 2 0 1 0.00201545 0.004141 0.0005 1 65 240 1 0 0 0 1 0 0.774911 1 1 10 34 1 1.11494 1 1.22989
348 17.4256 40713.6 3.10112e+07 0 2 0 1 0.00201556 0.00414043 0 0 0 240 0 1 0 1 0 0 0.79342 1 1 12 33 1 1.11461 1 1.22923
349 17.4728 40718.3 3.10153e+07 0 1 0 1 0.00201421 0.00413982 0.0005 1 52 52 1 0 0 0 1 0 0.79342 1 1 8 32 1 1.11429 1 1.22857
350 17.5174 40729 3.10234e+07 0 1 0 1 0.00201417 0.00414056 0.001 1 168 176 1 0 0 0 1 0 0.79342 1 1 20 33 1 1.11396 1 1.22792
351 17.5654 40731.5 3.10257e+07 0 1 0 1 0.00201441 0.00414045 0.001 1 197 271 1 0 0 0 1 0 0.79342 1 1 13 34 1 1.11364 1 1.22727
352 17.6139 40733 3.10274e+07 0 1 0 1 0.00201445 0.00413987 0.0005 1 50 255 1 0 0 0 1 0 0.79342 1 1 23 34 1 1.11331 1 1.22663
353 17.6589 40742.4 3.10355e+07 0 2 0 1 0.00201489 0.00413811 0.0005 1 92 259 1 0 0 0 1 0 0.79342 1 1 10 35 1 1.11299 1 1.22599
354 17.7038 40752.3 3.10431e+07 0 2 0 1 0.00201494 0.00413828 0 0 0 259 0 1 0 1 0 0 0.810078 1 1 16 34 1 1.11268 1 1.22535
355 17.7479 40764 3.10522e+07 0 1 0 1 0.00201359 0.0041359 0.0005 1 66 66 1 0 0 0 1 0 0.810078 1 1 11 33 1 1.11236 1 1.22472
356 17.7925 40774.3 3.10599e+07 0 1 0 1 0.00201316 0.00413449 0.001 1 177 191 1 0 0 0 1 0 0.810078 1 1 9 32 1 1.11204 1 1.22409
357 17.8399 40778.2 3.10633e+07 0 1 0 1 0.00201288 0.0041337 0.0015 1 42 199 1 0 0 0 1 0 0.810078 1 1 18 31 1 1.11173 1 1.22346
358 17.8846 40788.2 3.10711e+07 0 1 0 1 0.00201241 0.00413077 0.001 1 37 200 1 0 0 0 1 0 0.810078 1 1 16 30 1 1.11142 1 1.22284
359 17.9313 40793.6 3.1075e+07 0 2 0 1 0.00201227 0.00412992 0.001 1 157 223 1 0 0 0 1 0 0.810078 1 1 16 30 1 1.11111 1 1.22222
360 17.9792 40796.3 3.10776e+07 0 2 0 1 0.00201265 0.00412917 0.001 1 177 258 1 0 0 0 1 0 0.810078 1 1 17 30 1 1.1108 1 1.22161
361 18.0271 40798.7 3.10801e+07 0 3 0 1 0.00201331 0.00412879 0.0005 1 79 249 1 0 0 0 1 0 0.810078 1 1 12 31 1 1.1105 1 1.22099
362 18.0748 40801.9 3.10829e+07 0 3 0 1 0.00201381 0.00412854 0.0005 1 114 267 1 0 0 0 1 0 0.810078 1 1 21 32 1 1.11019 1 1.22039
363 18.1201 40810.3 3.10895e+07 0 3 0 1 0.00201433 0.00412883 0.0005 1 151 280 1 0 0 0 1 0 0.810078 1 1 14 33 1 1.10989 1 1.21978
364 18.1648 40820.1 3.10973e+07 0 2 0 1 0.00201495 0.00412949 0.001 1 122 298 1 0 0 0 1 0 0.810078 1 1 18 34 1 1.10959 1 1.21918
365 18.2121 40824.1 3.11004e+07 0 2 0 1 0.00201514 0.00412935 0.001 1 88 292 1 0 0 0 1 0 0.810078 1 1 15 34 1 1.10929 1 1.21858
366 18.2596 40827.4 3.11027e+07 0 2 0 1 0.00201541 0.00412993 0.001 1 75 301 1 0 0 0 1 0 0.810078 1 1 9 35 1 1.10899 1 1.21798
367 18.3046 40836.5 3.11101e+07 0 1 0 1 0.00201568 0.00413076 0.0015 1 196 303 1 0 0 0 1 0 0.810078 1 1 9 35 1 1.1087 1 1.21739
368 18.3487 40847.4 3.11178e+07 0 1 0 1 0.00201598 0.00413069 0.001 1 57 288 1 0 0 0 1 0 0.810078 1 1 23 36 1 1.1084 1 1.2168
369 18.393 40858.1 3.11251e+07 0 2 0 1 0.00201616 0.00413107 0.001 1 83 283 1 0 0 0 1 0 0.810078 1 1 21 37 1 1.10811 1 1.21622
370 18.4372 40868.7 3.11325e+07 0 2 0 1 0.00201552 0.00413089 0.001 1 106 281 1 0 0 0 1 0 0.810078 1 1 25 36 1 1.10782 1 1.21563
371 18.482 40877.9 3.11394e+07 0 2 0 1 0.00201564 0.00413163 0.001 1 109 278 1 0 0 0 1 0 0.810078 1 1 26 37 1 1.10753 1 1.21505
372 18.5262 40888.4 3.11468e+07 0 1 0 1 0.0020152 0.00413098 0.0015 1 124 294 1 0 0 0 1 0 0.810078 1 1 13 36 1 1.10724 1 1.21448
373 18.5703 40899.3 3.11549e+07 0 2 0 1 0.00201496 0.00412968 0.001 1 152 280 1 0 0 0 1 0 0.810078 1 1 9 35 1 1.10695 1 1.2139
374 18.6151 40908.5 3.11623e+07 0 1 0 1 0.00201575 0.00413121 0.0015 1 159 311 1 0 0 0 1 0 0.810078 1 1 21 36 1 1.10667 1 1.21333
375 18.6597 40918.1 3.11699e+07 0 2 0 1 0.00201656 0.00413198 0.001 1 171 332 1 0 0 0 1 0 0.810078 1 1 14 37 1 1.10638 1 1.21277
376 18.7037 40928.9 3.11777e+07 0 2 0 1 0.00201664 0.0041315 0.001 1 134 292 1 1 0 0 1 1 0.810078 1 1 20 38 1 1.1061 1 1.2122
377 18.7479 40939.1 3.11856e+07 0 1 0 1 0.00201545 0.00412848 0 0 0 0 0 1 0 1 0 0 0.82507 1 1 14 37 1 1.10582 1 1.21164
378 18.794 40945.3 3.11906e+07 0 1 0 1 0.00201483 0.00412645 0.0005 1 71 71 1 0 0 0 1 0 0.82507 1 1 18 36 1 1.10554 1 1.21108
379 18.8386 40954.6 3.11978e+07 0 1 0 1 0.00201478 0.00412613 0.0005 1 110 163 1 0 0 0 1 0 0.82507 1 1 19 37 1 1.10526 1 1.21053
380 18.8839 40962.5 3.12043e+07 0 1 0 1 0.0020147 0.00412646 0.0005 1 62 175 1 0 0 0 1 0 0.82507 1 1 19 37 1 1.10499 1 1.20997
381 18.9286 40971.4 3.12108e+07 0 1 0 1 0.00201421 0.00412597 0.0005 1 148 185 1 0 0 0 1 0 0.82507 1 1 22 36 1 1.10471 1 1.20942
382 18.9756 40975.6 3.12137e+07 0 1 0 1 0.00201442 0.00412518 0 0 0 185 0 1 0 1 0 0 0.838563 1 1 24 35 1 1.10444 1 1.20888
383 19.0236 40977.3 3.12152e+07 0 1 0 1 0.00201403 0.00412567 0.0005 1 80 80 1 0 0 0 1 0 0.838563 1 1 19 34 1 1.10417 1 1.20833
384 19.0713 40979.6 3.12169e+07 0 1 0 1 0.0020138 0.00412461 0.0005 1 70 130 1 0 0 0 1 0 0.838563 1 1 19 33 1 1.1039 1 1.20779
385 19.1192 40981.6 3.12186e+07 0 1 0 1 0.00201362 0.0041252 0 0 0 130 0 1 0 1 0 0 0.850707 1 1 12 32 1 1.10363 1 1.20725
386 19.1643 40989.7 3.12254e+07 0 1 0 1 0.00201319 0.00412348 0.0005 1 52 52 1 0 0 0 1 0 0.850707 1 1 15 33 1 1.10336 1 1.20672
387 19.2084 40999.8 3.12332e+07 0 1 0 1 0.00201273 0.0041233 0.0005 1 83 125 1 0 0 0 1 0 0.850707 1 1 22 32 1 1.10309 1 1.20619
388 19.2528 41009.4 3.12407e+07 0 1 0 1 0.00201278 0.0041243 0.0005 1 108 175 1 0 0 0 1 0 0.850707 1 1 23 32 1 1.10283 1 1.20566
389 19.297 41019.2 3.12481e+07 0 1 0 1 0.00201214 0.00412483 0.0005 1 51 196 1 0 0 0 1 0 0.850707 1 1 13 32 1 1.10256 1 1.20513
390 19.3413 41028.8 3.12555e+07 0 1 0 1 0.00201207 0.00412494 0.0005 1 110 188 1 0 0 0 1 0 0.850707 1 1 22 32 1 1.1023 1 1.2046
391 19.3876 41034.1 3.12595e+07 0 1 0 1 0.00201218 0.00412595 0.0005 1 102 190 1 0 0 0 1 0 0.850707 1 1 8 31 1 1.10204 1 1.20408
392 19.4349 41037.2 3.12616e+07 0 1 0 1 0.00201171 0.00412562 0.0005 1 192 220 1 0 0 0 1 0 0.850707 1 1 21 30 1 1.10178 1 1.20356
393 19.4824 41039.6 3.12633e+07 0 1 0 1 0.00201093 0.00412433 0 0 0 220 0 1 0 1 0 0 0.861636 1 1 16 30 1 1.10152 1 1.20305
394 19.5288 41044.6 3.1267e+07 0 1 0 1 0.00201037 0.00412266 0.0005 1 92 92 1 0 0 0 1 0 0.861636 1 1 16 30 1 1.10127 1 1.20253
395 19.5739 41052.4 3.12732e+07 0 1 0 1 0.00201104 0.00412347 0.0005 1 136 186 1 0 0 0 1 0 0.861636 1 1 14 31 1 1.10101 1 1.20202
396 19.6188 41060.5 3.12794e+07 0 1 0 1 0.00201135 0.00412409 0 0 0 186 0 1 0 1 0 0 0.871473 1 1 12 30 1 1.10076 1 1.20151
397 19.6642 41067.4 3.12848e+07 0 1 0 1 0.0020103 0.00412221 0.0005 1 152 152 1 0 0 0 1 0 0.871473 1 1 10 30 1 1.1005 1 1.20101
398 19.7114 41070.6 3.12875e+07 0 1 0 1 0.00200992 0.00412196 0.001 1 46 158 1 0 0 0 1 0 0.871473 1 1 9 31 1 1.10025 1 1.2005
399 19.759 41072.9 3.12896e+07 0 1 0 1 0.0020093 0.00412032 0.001 1 72 176 1 0 0 0 1 0 0.871473 1 1 19 30 1 1.1 1 1.2
400 19.8045 41079.8 3.12948e+07 0 1 0 1 0.00200865 0.00411801 0.001 1 63 161 1 0 0 0 1 0 0.871473 1 1 18 30 1 1.09975 1 1.1995
401 19.8497 41087.1 3.13003e+07 0 1 0 1 0.00200785 0.00411782 0.001 1 30 183 1 0 0 0 1 0 0.871473 1 1 18 30 1 1.0995 1 1.199
402 19.895 41094 3.1306e+07 0 1 0 1 0.00200723 0.00411725 0.001 1 62 213 1 0 0 0 1 0 0.871473 1 1 9 30 1 1.09926 1 1.19851
403 19.9411 41099.4 3.13101e+07 0 1 0 1 0.0020073 0.00411753 0.001 1 57 194 1 0 0 0 1 0 0.871473 1 1 19 30 1 1.09901 1 1.19802
404 19.9892 41100.6 3.13114e+07 0 1 0 1 0.00200728 0.0041158 0.0005 1 76 202 1 0 0 0 1 0 0.871473 1 1 21 31 1 1.09877 1 1.19753
405 20.0365 41103.4 3.13141e+07 0 2 0 1 0.0020071 0.00411375 0.0005 1 37 211 1 0 0 0 1 0 0.871473 1 1 17 30 1 1.09852 1 1.19704
406 20.082 41110.1 3.13194e+07 0 1 0 1 0.00200617 0.00411168 0.001 1 48 197 1 0 0 0 1 0 0.871473 1 1 12 30 1 1.09828 1 1.19656
407 20.1286 41114.2 3.1323e+07 0 1 0 1 0.00200632 0.00411131 0.001 1 176 211 1 0 0 0 1 0 0.871473 1 1 17 30 1 1.09804 1 1.19608
408 20.1755 41118 3.13263e+07 0 2 0 1 0.0020071 0.00411182 0.0005 1 138 235 1 0 0 0 1 0 0.871473 1 1 12 31 1 1.0978 1 1.1956
409 20.2236 41119.1 3.13278e+07 0 1 0 1 0.00200757 0.00411171 0.001 1 112 241 1 0 0 0 1 0 0.871473 1 1 13 32 1 1.09756 1 1.19512
410 20.2678 41128.1 3.13341e+07 0 1 0 1 0.002007 0.00411095 0.001 1 69 250 1 0 0 0 1 0 0.871473 1 1 16 31 1 1.09732 1 1.19465
411 20.312 41137.3 3.13411e+07 0 2 0 1 0.0020076 0.00411148 0.0005 1 62 262 1 0 0 0 1 0 0.871473 1 1 22 32 1 1.09709 1 1.19417
412 20.356 41146.7 3.13479e+07 0 1 0 1 0.00200734 0.00410946 0.0005 1 131 279 1 0 0 0 1 0 0.871473 1 1 15 31 1 1.09685 1 1.1937
413 20.4006 41154.9 3.13542e+07 0 2 0 1 0.00200755 0.00410927 0.0005 1 21 276 1 0 0 0 1 0 0.871473 1 1 20 32 1 1.09662 1 1.19324
414 20.4459 41161.6 3.13596e+07 0 2 0 1 0.00200779 0.00411008 0 0 0 276 0 1 0 1 0 0 0.880325 1 1 11 31 1 1.09639 1 1.19277
415 20.4931 41164.5 3.13619e+07 0 1 0 1 0.00200786 0.00411025 0 1 1 1 1 0 0 0 1 0 0.880325 1 1 20 31 1 1.09615 1 1.19231
416 20.5404 41167.1 3.13639e+07 0 1 0 1 0.00200764 0.00411013 0.001 1 118 119 1 0 0 0 1 0 0.880325 1 1 9 30 1 1.09592 1 1.19185
417 20.5838 41177.5 3.13717e+07 0 1 0 1 0.00200707 0.00410759 0.001 1 66 139 1 0 0 0 1 0 0.880325 1 1 18 30 1 1.09569 1 1.19139
418 20.6288 41184.8 3.13776e+07 0 1 0 1 0.00200687 0.00410579 0.001 1 88 167 1 0 0 0 1 0 0.880325 1 1 10 30 1 1.09547 1 1.19093
419 20.6765 41186.4 3.13796e+07 0 1 0 1 0.00200722 0.00410547 0 0 0 167 0 1 0 1 0 0 0.888293 1 1 18 30 1 1.09524 1 1.19048
420 20.7245 41187.7 3.13813e+07 0 1 0 1 0.00200807 0.00410797 0.0005 1 46 46 1 0 0 0 1 0 0.888293 1 1 20 31 1 1.09501 1 1.19002
421 20.7691 41195.5 3.1388e+07 0 1 0 1 0.00200826 0.00410788 0.001 1 172 192 1 0 0 0 1 0 0.888293 1 1 19 32 1 1.09479 1 1.18957
422 20.8159 41199.2 3.13909e+07 0 2 0 1 0.00200777 0.00410516 0.0005 1 39 217 1 0 0 0 1 0 0.888293 1 1 14 31 1 1.09456 1 1.18913
423 20.8635 41201.1 3.13924e+07 0 2 0 1 0.00200786 0.00410479 0.0005 1 66 221 1 0 0 0 1 0 0.888293 1 1 16 31 1 1.09434 1 1.18868
424 20.9111 41202.8 3.13939e+07 0 2 0 1 0.00200788 0.0041046 0.001 1 45 220 1 0 0 0 1 0 0.888293 1 1 19 31 1 1.09412 1 1.18824
425 20.9581 41205.9 3.13961e+07 0 2 0 1 0.00200794 0.00410313 0.0005 1 112 220 1 0 0 0 1 0 0.888293 1 1 17 30 1 1.0939 1 1.18779
426 21.0025 41214.2 3.14026e+07 0 2 0 1 0.0020081 0.00410334 0.0005 1 115 219 1 0 0 0 1 0 0.888293 1 1 9 30 1 1.09368 1 1.18735
427 21.0471 41222.1 3.14085e+07 0 2 0 1 0.00200852 0.00410357 0 0 0 219 0 1 0 1 0 0 0.895464 1 1 15 30 1 1.09346 1 1.18692
428 21.0917 41229.7 3.14143e+07 0 1 0 1 0.00200786 0.00410185 0.0005 1 190 190 1 0 0 0 1 0 0.895464 1 1 17 30 1 1.09324 1 1.18648
429 21.1384 41233.4 3.14171e+07 0 1 0 1 0.00200797 0.00410129 0.0015 1 53 183 1 0 0 0 1 0 0.895464 1 1 20 31 1 1.09302 1 1.18605
430 21.1869 41233.3 3.14176e+07 0 2 0 1 0.00200849 0.00410121 0.0005 1 45 184 1 0 0 0 1 0 0.895464 1 1 10 32 1 1.09281 1 1.18561
431 21.2342 41235.7 3.14194e+07 0 2 0 1 0.00200843 0.00410071 0.001 1 69 207 1 0 0 0 1 0 0.895464 1 1 18 31 1 1.09259 1 1.18519
432 21.2811 41238.9 3.14216e+07 0 1 0 1 0.00200815 0.00410115 0.0015 1 177 256 1 0 0 0 1 0 0.895464 1 1 13 30 1 1.09238 1 1.18476
433 21.3251 41247.7 3.14285e+07 0 1 0 1 0.00200768 0.00410124 0.001 1 54 234 1 0 0 0 1 0 0.895464 1 1 18 30 1 1.09217 1 1.18433
434 21.3694 41255.9 3.14347e+07 0 3 0 1 0.00200757 0.00409924 0.0005 1 103 213 1 0 0 0 1 0 0.895464 1 1 19 30 1 1.09195 1 1.18391
435 21.4136 41264.1 3.14409e+07 0 3 0 1 0.00200778 0.00409728 0.0005 1 103 224 1 0 0 0 1 0 0.895464 1 1 19 31 1 1.09174 1 1.18349
436 21.458 41272.1 3.14469e+07 0 3 0 1 0.0020083 0.00409834 0.0005 1 153 253 1 0 0 0 1 0 0.895464 1 1 10 32 1 1.09153 1 1.18307
437 21.503 41278.9 3.14518e+07 0 3 0 1 0.00200883 0.00409721 0 0 0 253 0 1 0 1 0 0 0.901917 1 1 21 31 1 1.09132 1 1.18265
438 21.5477 41286.2 3.14572e+07 0 1 0 1 0.00200806 0.00409489 0.0005 1 97 97 1 0 0 0 1 0 0.901917 1 1 13 30 1 1.09112 1 1.18223
439 21.5937 41291 3.1461e+07 0 1 0 1 0.00200864 0.00409699 0.0015 1 64 121 1 0 0 0 1 0 0.901917 1 1 10 31 1 1.09091 1 1.18182
440 21.6396 41295.7 3.14647e+07 0 1 0 1 0.00200869 0.0040965 0.0015 1 63 170 1 0 0 0 1 0 0.901917 1 1 8 31 1 1.0907 1 1.18141
441 21.6845 41302.5 3.14701e+07 0 2 0 1 0.00200925 0.00409562 0.001 1 157 223 1 0 0 0 1 0 0.901917 1 1 13 32 1 1.0905 1 1.181
442 21.7296 41309.1 3.1475e+07 0 2 0 1 0.00200955 0.00409427 0.0015 1 96 241 1 0 0 0 1 0 0.901917 1 1 17 33 1 1.09029 1 1.18059
443 21.7744 41316 3.14806e+07 0 1 0 1 0.00200935 0.00409167 0.001 1 116 219 1 0 0 0 1 0 0.901917 1 1 12 32 1 1.09009 1 1.18018
444 21.8207 41320.1 3.1484e+07 0 2 0 1 0.0020098 0.00409082 0.001 1 53 226 1 0 0 0 1 0 0.901917 1 1 17 33 1 1.08989 1 1.17978
445 21.8678 41322.4 3.14861e+07 0 2 0 1 0.00201072 0.00408828 0 0 0 226 0 1 0 1 0 0 0.907725 1 1 19 32 1 1.08969 1 1.17937
446 21.9114 41331.6 3.14933e+07 0 1 0 1 0.00201049 0.00408803 0.0005 1 186 186 1 0 0 0 1 0 0.907725 1 1 19 31 1 1.08949 1 1.17897
447 21.9568 41337.3 3.14977e+07 0 2 0 1 0.00201062 0.00408801 0.0005 1 48 194 1 0 0 0 1 0 0.907725 1 1 9 32 1 1.08929 1 1.17857
